,PrimaryColor,PrimaryBreed,IntakeInternalStatus,ReproductiveStatusAtIntake,BreedCategory,Pet_age_category,BinaryOutcome,Sex
92617,BROWN,JACK RUSS TER,NORMAL,FERTILE,Mix,Adult,Deny,Female
92620,BLACK,BEAGLE,SICK,FERTILE,Pure,Senior,Deny,Male
92623,RED MERLE,AUSTRALIAN SHEPHERD,NORMAL,ALTERED,Pure,Senior,Take,Female
92625,BROWN,GERMAN SHEPHERD DOG,INJURED,FERTILE,Mix,Young,Deny,Male
92626,FAWN,BOXER,NORMAL,ALTERED,Pure,Adult,Deny,Female
92627,TAN,PIT BULL TERRIER,NORMAL,FERTILE,Mix,Adult,Deny,Male
92629,BROWN,BOXER,DEAD,ALTERED,Two,Senior,Deny,Male
92633,BLACK,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Baby,Deny,Female
92634,BROWN,BEAGLE,NORMAL,FERTILE,Pure,Adult,Deny,Male
92637,CREAM,CHIHUAHUA - SMOOTH COATED,NORMAL,ALTERED,Pure,Adult,Take,Male
92651,BROWN,PIT BULL TERRIER,AGGRESSIVE,ALTERED,Pure,Young,Deny,Male
92656,TRICOLOR,CHIHUAHUA - SMOOTH COATED,AGED,ALTERED,Two,Senior,Deny,Female
92657,BROWN,CHOW CHOW,AGED,ALTERED,Mix,,Deny,Female
92662,BLACK,LABRADOR RETRIEVER,SICK,ALTERED,Pure,Senior,Deny,Female
92665,TAN,CAIRN TERRIER,NORMAL,ALTERED,Mix,,Take,Female
92669,WHITE,CHIHUAHUA - SMOOTH COATED,NURSING,FERTILE,Mix,Baby,Deny,Male
92670,BLACK,PIT BULL TERRIER,NORMAL,FERTILE,Mix,Adult,Take,Female
92671,WHITE,PIT BULL TERRIER,INJURED,FERTILE,Pure,Young,Deny,Male
92674,BLACK,GERMAN SHEPHERD DOG,NORMAL,ALTERED,Mix,Senior,Deny,Female
92680,TAN,BORDER TERRIER,NORMAL,FERTILE,Two,,Deny,Female
92681,BLACK,LABRADOR RETRIEVER,SICK,FERTILE,Mix,Baby,Deny,Female
92682,BROWN,CHINESE SHARPEI,NORMAL,FERTILE,Pure,Adult,Deny,Female
92684,RED,BOXER,DEAD,ALTERED,Mix,Senior,Deny,Female
92686,BLACK,ROTTWEILER,SICK,FERTILE,Mix,Baby,Deny,Male
92689,BLACK,DOBERMAN PINSCHER,AGED,FERTILE,Pure,Senior,Deny,Male
92690,BLACK,BOSTON TERRIER,OTHER,FERTILE,Pure,Senior,Deny,Male
92696,APRICOT,BICHON FRISE,DEAD,ALTERED,Pure,Senior,Deny,Male
92697,TAN,COCKER SPANIEL,AGED,ALTERED,Pure,Senior,Deny,Male
92704,WHITE,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Young,Deny,Female
92706,BLACK,GERMAN SHEPHERD DOG,NORMAL,ALTERED,Pure,Adult,Deny,Female
92709,BLACK,ROTTWEILER,NORMAL,FERTILE,Pure,Adult,Deny,Female
92710,BLACK,BORDER COLLIE,NORMAL,ALTERED,Pure,Senior,Take,Male
92718,WHITE,PIT BULL TERRIER,DEAD,FERTILE,Pure,Adult,Deny,Female
92730,BLACK,AUSTRALIAN CATTLE DOG,NORMAL,ALTERED,Pure,Baby,Take,Female
92732,BLACK,BORDER COLLIE,NORMAL,ALTERED,Mix,Adult,Deny,Male
92734,TAN,SIBERIAN HUSKY,NORMAL,FERTILE,Mix,Adult,Deny,Female
92736,BROWN BRINDLE,LABRADOR RETRIEVER,NURSING,FERTILE,Mix,Baby,Deny,Male
92740,TAN,CAIRN TERRIER,NORMAL,ALTERED,Mix,Young,Take,Female
92742,WHITE,PIT BULL TERRIER,AGGRESSIVE,FERTILE,Pure,Adult,Deny,Female
92752,BLACK,BORDER COLLIE,OTHER,FERTILE,Two,Baby,Deny,Male
92756,WHITE,AUSTRALIAN CATTLE DOG,INJURED,FERTILE,Mix,Adult,Deny,Female
92757,RED,SHIH TZU,NORMAL,FERTILE,Two,Young,Deny,Female
92761,BLACK,SHIH TZU,FEARFUL,FERTILE,Pure,Adult,Deny,Male
92763,GRAY,SHIH TZU,DEAD,FERTILE,Mix,Young,Deny,Female
92770,BLUE MERLE,AUSTRALIAN CATTLE DOG,DEAD,FERTILE,Mix,Senior,Deny,Male
92787,BROWN BRINDLE,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Adult,Deny,Female
92789,BROWN,AKITA,NORMAL,FERTILE,Pure,Adult,Deny,Male
92790,TAN,PIT BULL TERRIER,AGGRESSIVE,FERTILE,Pure,Adult,Deny,Male
92793,TAN,PIT BULL TERRIER,NORMAL,ALTERED,Mix,Adult,Deny,Male
92794,BLACK,YORKSHIRE TERRIER,SICK,ALTERED,Pure,Adult,Deny,Male
92795,BROWN,BOXER,OTHER,FERTILE,Mix,Baby,Deny,Female
92796,BLACK,BOXER,NURSING,FERTILE,Mix,Baby,Deny,Female
92804,BROWN,BEAGLE,NORMAL,UNKNOWN,Mix,Baby,Deny,Male
92805,BROWN,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Mix,Young,Deny,Male
92806,BROWN,LABRADOR RETRIEVER,NORMAL,ALTERED,Mix,Young,Deny,Female
92811,BLACK,BORDER COLLIE,NORMAL,ALTERED,Pure,Senior,Deny,Male
92812,RED,VIZSLA,SICK,FERTILE,Mix,Young,Deny,Male
92817,BLACK,COLLIE - SMOOTH,SICK,ALTERED,Two,Senior,Deny,Female
92818,BLACK,LABRADOR RETRIEVER,NORMAL,ALTERED,Pure,Adult,Take,Male
92820,BLUE,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Adult,Deny,Female
92824,BLACK,COCKER SPANIEL,SICK,ALTERED,Mix,Senior,Deny,Female
92831,BLACK,GERMAN SHEPHERD DOG,AGED,ALTERED,Mix,Senior,Deny,Female
92840,BLACK,LABRADOR RETRIEVER,NORMAL,ALTERED,Mix,Adult,Deny,Male
92841,RED,LABRADOR RETRIEVER,NORMAL,FERTILE,Mix,Young,Deny,Female
92842,BROWN,GERMAN SHEPHERD DOG,NORMAL,ALTERED,Pure,Young,Deny,Male
92843,TAN,ALASKAN HUSKY,NORMAL,FERTILE,Mix,Baby,Deny,Female
92853,BROWN,BOXER,OTHER,ALTERED,Two,Adult,Deny,Male
92854,BLUE,AMERICAN PIT BULL TERRIER,NORMAL,FERTILE,Pure,Young,Deny,Male
92857,BLACK,PIT BULL TERRIER,AGG FEAR,FERTILE,Pure,Young,Deny,Female
92859,BLACK,LABRADOR RETRIEVER,NORMAL,ALTERED,Mix,Adult,Take,Male
92864,BROWN BRINDLE,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Young,Deny,Female
92867,BLACK,DACHSHUND - WIREHAIRED,NORMAL,FERTILE,Mix,Adult,Deny,Male
92868,TAN,AMERICAN PIT BULL TERRIER,NORMAL,ALTERED,Pure,Adult,Deny,Male
92869,GOLD,LABRADOR RETRIEVER,AGED,ALTERED,Two,Senior,Deny,Female
92874,BLACK,PIT BULL TERRIER,NORMAL,ALTERED,Mix,Adult,Deny,Female
92881,BLUE,PIT BULL TERRIER,INJURED,FERTILE,Pure,Young,Deny,Male
92882,BLACK,JACK RUSS TER,NORMAL,ALTERED,Mix,Senior,Deny,Female
92883,BLACK,ROTTWEILER,AGGRESSIVE,ALTERED,Pure,Young,Deny,Female
92884,BLUE MERLE,AUSTRALIAN CATTLE DOG,NORMAL,ALTERED,Two,Young,Take,Male
92886,YELLOW,LABRADOR RETRIEVER,NORMAL,FERTILE,Pure,Adult,Deny,Male
92888,BROWN,LABRADOR RETRIEVER,OTHER,FERTILE,Mix,Young,Deny,Female
92889,WHITE,POODLE - MINIATURE,AGED,ALTERED,Pure,Senior,Deny,Male
92916,YELLOW,LABRADOR RETRIEVER,NORMAL,ALTERED,Mix,Adult,Take,Female
92917,BROWN,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Young,Deny,Male
92929,WHITE,PIT BULL TERRIER,PARVO,FERTILE,Pure,Baby,Deny,Male
92930,RED,POMERANIAN,SICK,FERTILE,Pure,Senior,Deny,Male
92931,BROWN BRINDLE,STAFFORDSHIRE BULL TERRIER,NORMAL,ALTERED,Mix,Adult,Take,Female
92941,BROWN BRINDLE,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Adult,Deny,Male
92942,BLACK,COCKER SPANIEL,OBESE,ALTERED,Pure,Senior,Deny,Female
92945,CHOCOLATE,LABRADOR RETRIEVER,NORMAL,ALTERED,Two,Adult,Deny,Male
92947,BLACK,ROTTWEILER,NORMAL,ALTERED,Pure,Senior,Deny,Female
92950,RED,CHOW CHOW,NORMAL,FERTILE,Two,,Deny,Female
92951,BROWN BRINDLE,PIT BULL TERRIER,PARVO,FERTILE,Pure,Young,Deny,Male
92956,CHOCOLATE,LABRADOR RETRIEVER,AGED,FERTILE,Pure,Senior,Deny,Female
92958,BLACK,PIT BULL TERRIER,PREGNANT,FERTILE,Pure,Adult,Deny,Female
92959,BLACK,CHOW CHOW,NURSING,UNKNOWN,Mix,,Deny,Male
92970,TAN,SHIH TZU,AGGRESSIVE,UNKNOWN,Two,Young,Deny,Male
92971,CHOCOLATE,LABRADOR RETRIEVER,NORMAL,FERTILE,Two,Adult,Take,Male
92973,BLACK,LABRADOR RETRIEVER,AGGRESSIVE,FERTILE,Pure,Senior,Deny,Male
92978,TAN,CHIHUAHUA - SMOOTH COATED,NORMAL,ALTERED,Mix,Adult,Deny,Female
92980,TAN,COLLIE - SMOOTH,AGED,ALTERED,Mix,Senior,Deny,Female
92987,WHITE,ENGLISH BULLDOG,SICK,FERTILE,Pure,Young,Deny,Female
92989,RED,CHOW CHOW,AGED,ALTERED,Two,Senior,Deny,Female
92990,CREAM,SHIH TZU,NORMAL,ALTERED,Pure,Adult,Deny,Male
92991,BROWN BRINDLE,STAFFORDSHIRE BULL TERRIER,INJURED,ALTERED,Pure,Adult,Deny,Male
92992,BLACK,PIT BULL TERRIER,NORMAL,ALTERED,Pure,Adult,Deny,Male
92994,BROWN,LABRADOR RETRIEVER,SICK,ALTERED,Pure,Adult,Deny,Female
92995,WHITE,CHIHUAHUA - SMOOTH COATED,NORMAL,FERTILE,Pure,Adult,Deny,Male
92996,GRAY,YORKSHIRE TERRIER,OTHER,ALTERED,Two,Senior,Deny,Male
93002,BROWN,LABRADOR RETRIEVER,NORMAL,FERTILE,Mix,Baby,Deny,Female
93003,BROWN,BEAGLE,SICK,FERTILE,Pure,Young,Deny,Female
93009,BROWN BRINDLE,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Young,Deny,Female
93013,BROWN BRINDLE,PIT BULL TERRIER,SICK,FERTILE,Two,Baby,Deny,Male
93048,BLACK,LABRADOR RETRIEVER,NORMAL,ALTERED,Mix,Young,Take,Male
93049,CHOCOLATE,DACHSHUND,NORMAL,FERTILE,Pure,Adult,Deny,Female
93056,BLACK,CHIHUAHUA - LONG HAIRED,NORMAL,FERTILE,Pure,Adult,Deny,Male
93057,WHITE,PIT BULL TERRIER,INJURED,FERTILE,Pure,Baby,Deny,Male
93058,TAN,PIT BULL TERRIER,NORMAL,ALTERED,Pure,Adult,Deny,Male
93059,BLUE,PIT BULL TERRIER,NORMAL,ALTERED,Mix,Young,Deny,Male
93064,BROWN,ST BERNARD - SMOOTH COATED,AGED,FERTILE,Mix,Senior,Deny,Male
93071,BLACK,LABRADOR RETRIEVER,NORMAL,FERTILE,Mix,Baby,Deny,Female
93076,BROWN,BORDER COLLIE,NORMAL,FERTILE,Mix,Baby,Deny,Female
93080,BLACK,LABRADOR RETRIEVER,PARVO,FERTILE,Mix,,Deny,Female
93089,BROWN,PIT BULL TERRIER,SICK,ALTERED,Pure,Adult,Take,Female
93090,BLACK,MINIATURE PINSCHER,OBESE,ALTERED,Two,Senior,Deny,Male
93092,BROWN,PIT BULL TERRIER,NORMAL,FERTILE,Mix,Young,Deny,Female
93095,WHITE,BORDER COLLIE,INJURED,FERTILE,Mix,Adult,Deny,Female
93098,BROWN,BEAGLE,AGED,ALTERED,Mix,Senior,Deny,Female
93099,RED,GOLDEN RETRIEVER,AGED,ALTERED,Pure,Senior,Deny,Male
93101,RED,VIZSLA,SICK,FERTILE,Mix,Young,Deny,Female
93102,BROWN BRINDLE,BOXER,NORMAL,ALTERED,Mix,Adult,Take,Female
93105,WHITE,PIT BULL TERRIER,AGG ANIMAL,FERTILE,Pure,Young,Deny,Male
93106,WHITE,PIT BULL TERRIER,AGG BARRIE,FERTILE,Pure,Senior,Deny,Male
93110,CHOCOLATE,CHESAPEAKE BAY RETRIEVER,NORMAL,FERTILE,Mix,Baby,Deny,Female
93115,GOLD,GOLDEN RETRIEVER,DEAD,UNKNOWN,Mix,Adult,Deny,Male
93117,BLACK,LABRADOR RETRIEVER,NORMAL,FERTILE,Pure,Young,Deny,Male
93122,BROWN,AMERICAN BULLDOG,AGGRESSIVE,ALTERED,Mix,Adult,Deny,Male
93127,BLACK,PEKINGESE,NORMAL,ALTERED,Mix,Senior,Deny,Female
93128,TRICOLOR,CHIHUAHUA - SMOOTH COATED,FEARFUL,FERTILE,Pure,Adult,Deny,Male
93131,BLACK,BELGIAN MALINOIS,NORMAL,ALTERED,Pure,Adult,Deny,Female
93132,WHITE,COCKER SPANIEL,AGED,FERTILE,Pure,Senior,Deny,Female
93134,BLACK,ROTTWEILER,NURSING,FERTILE,Mix,,Deny,Female
93139,BLACK,ROTTWEILER,HEARTWORM,FERTILE,Pure,Adult,Deny,Female
93142,BLACK,PIT BULL TERRIER,NORMAL,ALTERED,Mix,Adult,Deny,Male
93143,RED,PIT BULL TERRIER,NORMAL,FERTILE,Mix,Young,Deny,Female
93145,BLACK,LABRADOR RETRIEVER,NORMAL,FERTILE,Pure,,Deny,Female
93152,BROWN,CHESAPEAKE BAY RETRIEVER,NORMAL,FERTILE,Pure,Young,Deny,Male
93159,BLACK BRINDLE,PIT BULL TERRIER,NURSING,FERTILE,Pure,Baby,Deny,Male
93162,BROWN,JACK RUSS TER,NORMAL,ALTERED,Pure,Young,Take,Male
93163,WHITE,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Young,Deny,Male
93190,WHITE,POODLE - MINIATURE,AGED,ALTERED,Pure,Senior,Deny,Female
93192,WHITE,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Young,Deny,Female
93194,GRAY,SCHNAUZER - MINIATURE,NORMAL,FERTILE,Pure,Adult,Deny,Female
93197,BLACK,LABRADOR RETRIEVER,SICK,ALTERED,Two,Senior,Deny,Male
93198,BLACK,PIT BULL TERRIER,AGGRESSIVE,FERTILE,Pure,Adult,Deny,Female
93200,CHOCOLATE,LABRADOR RETRIEVER,AGED,ALTERED,Pure,Senior,Deny,Male
93204,WHITE,AMERICAN ESKIMO,AGGRESSIVE,FERTILE,Pure,Adult,Deny,Female
93209,BLACK,LABRADOR RETRIEVER,NORMAL,ALTERED,Mix,Senior,Take,Male
93211,BROWN,POMERANIAN,NORMAL,ALTERED,Pure,Adult,Deny,Female
93212,WHITE,BICHON FRISE,AGED,ALTERED,Pure,Senior,Deny,Male
93215,BROWN BRINDLE,BOXER,NORMAL,FERTILE,Mix,Adult,Deny,Male
93221,BLACK,ROTTWEILER,NORMAL,UNKNOWN,Two,Baby,Deny,Male
93223,FAWN,CHOW CHOW,NORMAL,FERTILE,Two,Adult,Deny,Male
93224,BROWN,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Young,Deny,Male
93225,BROWN,BORDER COLLIE,AGED,ALTERED,Mix,Senior,Deny,Female
93228,BLACK,YORKSHIRE TERRIER,AGED,ALTERED,Two,Senior,Deny,Male
93229,BROWN,RHODESIAN RIDGEBACK,NORMAL,FERTILE,Two,Young,Deny,Male
93232,CHOCOLATE,LABRADOR RETRIEVER,AGGRESSIVE,FERTILE,Pure,Adult,Deny,Male
93234,GRAY,PIT BULL TERRIER,FEARFUL,FERTILE,Pure,Young,Deny,Female
93235,BLACK,BOXER,DEAD,ALTERED,Pure,Senior,Deny,Male
93238,BROWN,DACHSHUND,NORMAL,ALTERED,Mix,Young,Deny,Male
93239,BROWN,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Mix,Baby,Deny,Male
93244,BLACK,BASSET HOUND,NORMAL,ALTERED,Mix,Adult,Deny,Female
93248,BLACK,LABRADOR RETRIEVER,AGED,ALTERED,Mix,Senior,Deny,Female
93250,WHITE,JACK RUSS TER,NORMAL,FERTILE,Pure,Young,Deny,Male
93254,GRAY,ITALIAN GREYHOUND,NORMAL,FERTILE,Pure,Adult,Deny,Male
93257,TRICOLOR,ROTTWEILER,AGGRESSIVE,ALTERED,Mix,Senior,Deny,Female
93259,RED,PIT BULL TERRIER,NORMAL,ALTERED,Pure,Adult,Deny,Male
93263,TAN,PIT BULL TERRIER,AGGRESSIVE,FERTILE,Two,Adult,Deny,Female
93264,BLACK,ROTTWEILER,SICK,UNKNOWN,Mix,Baby,Deny,Male
93265,BROWN BRINDLE,MASTIFF,NORMAL,FERTILE,Mix,Young,Deny,Female
93267,BLACK,ROTTWEILER,DEAD,ALTERED,Pure,Senior,Deny,Male
93269,BROWN,BOXER,NORMAL,ALTERED,Pure,Young,Take,Female
93270,BROWN,DACHSHUND,AGED,ALTERED,Pure,Senior,Deny,Female
93271,TAN,CHIHUAHUA - SMOOTH COATED,NORMAL,ALTERED,Pure,Senior,Deny,Male
93277,BROWN BRINDLE,BOXER,NORMAL,ALTERED,Pure,Senior,Deny,Female
93290,CREAM,CHIHUAHUA - SMOOTH COATED,NORMAL,ALTERED,Pure,,Take,Female
93292,TRICOLOR,BEAGLE,NORMAL,FERTILE,Pure,Adult,Deny,Male
93299,WHITE,BOXER,NORMAL,ALTERED,Two,Young,Deny,Female
93301,BLACK BRINDLE,TENNESEE TREEING BRINDLE HOUND,NORMAL,ALTERED,Mix,Adult,Take,Male
93306,BROWN BRINDLE,ROTTWEILER,NORMAL,FERTILE,Two,Adult,Deny,Female
93308,BLACK SMOKE,SHIH TZU,NORMAL,ALTERED,Pure,Adult,Take,Male
93309,BROWN,COCKER SPANIEL,NORMAL,ALTERED,Pure,Senior,Take,Male
93310,TRICOLOR,GERMAN SHEPHERD DOG,NORMAL,ALTERED,Mix,Adult,Deny,Male
93311,TAN,SIBERIAN HUSKY,NORMAL,ALTERED,Pure,Senior,Deny,Female
93313,BROWN BRINDLE,PIT BULL TERRIER,NORMAL,FERTILE,Mix,Young,Deny,Female
93316,TAN,LABRADOR RETRIEVER,NORMAL,FERTILE,Two,Baby,Deny,Female
93319,TRICOLOR,TREEING WALKER COONHOUND,NORMAL,FERTILE,Mix,Baby,Deny,Male
93321,BROWN,OLD ENGLISH BULLDOG,OTHER,ALTERED,Pure,Senior,Deny,Female
93324,TRICOLOR,SHETLAND SHEEPDOG,NORMAL,ALTERED,Pure,Adult,Deny,Male
93328,BLACK,BORDER COLLIE,AGED,ALTERED,Pure,Senior,Deny,Female
93329,BLACK BRINDLE,PIT BULL TERRIER,NORMAL,FERTILE,Mix,Young,Deny,Male
93330,BROWN,PIT BULL TERRIER,NORMAL,ALTERED,Mix,Adult,Deny,Male
93333,BLACK,COLLIE - SMOOTH,NORMAL,FERTILE,Two,Adult,Deny,Male
93334,BROWN BRINDLE,GERMAN SHEPHERD DOG,NORMAL,ALTERED,Mix,Adult,Deny,Female
93341,BLACK,GERMAN SHEPHERD DOG,AGED,FERTILE,Two,Senior,Deny,Male
93345,BROWN,BEAGLE,NORMAL,ALTERED,Mix,Young,Take,Male
93346,BROWN BRINDLE,SHETLAND SHEEPDOG,NORMAL,ALTERED,Mix,Adult,Take,Female
93348,WHITE,FRENCH BULLDOG,EMACIATED,FERTILE,Pure,Senior,Deny,Female
93349,TRICOLOR,BEAGLE,AGED,ALTERED,Two,Senior,Deny,Male
93350,BLACK,GOLDEN RETRIEVER,NORMAL,ALTERED,Mix,Senior,Deny,Male
93354,TAN,COLLIE - SMOOTH,NORMAL,FERTILE,Two,Adult,Deny,Female
93358,BLACK,ROTTWEILER,FEARFUL,FERTILE,Pure,Young,Deny,Male
93359,WHITE,OLD ENGLISH BULLDOG,OTHER,FERTILE,Pure,Adult,Deny,Female
93361,TRICOLOR,BEAGLE,AGED,FERTILE,Pure,Young,Deny,Female
93364,WHITE,PIT BULL TERRIER,OTHER,FERTILE,Two,Baby,Deny,Female
93366,FAWN,ROTTWEILER,NORMAL,FERTILE,Pure,,Deny,Male
93367,TAN,CAIRN TERRIER,INJURED,FERTILE,Mix,Young,Deny,Male
93368,BROWN BRINDLE,PIT BULL TERRIER,NORMAL,ALTERED,Pure,Adult,Deny,Male
93373,TAN,PIT BULL TERRIER,INJURED,FERTILE,Pure,Young,Deny,Female
93376,WHITE,GERMAN SHEPHERD DOG,DEAD,ALTERED,Pure,Senior,Deny,Female
93380,BLACK,ROTTWEILER,NORMAL,FERTILE,Pure,Young,Deny,Female
93381,BLACK,GERMAN SHEPHERD DOG,AGGRESSIVE,FERTILE,Mix,Adult,Deny,Female
93382,RED,AMERICAN STAFFORDSHIRE TERRIER,INJURED,FERTILE,Pure,Adult,Deny,Female
93384,BROWN,CANE CORSO,DEAD,FERTILE,Pure,Senior,Deny,Male
93385,BROWN,LABRADOR RETRIEVER,SICK,FERTILE,Mix,Senior,Deny,Female
93386,BROWN,BEAGLE,NORMAL,FERTILE,Mix,Adult,Deny,Female
93394,BLACK,CHOW CHOW,DEAD,ALTERED,Mix,Senior,Deny,Male
93396,BLACK,SIBERIAN HUSKY,NORMAL,ALTERED,Pure,Adult,Deny,Female
93398,BLACK,PIT BULL TERRIER,NORMAL,ALTERED,Pure,Adult,Deny,Male
93401,BLACK,COCKER SPANIEL,NORMAL,ALTERED,Pure,Senior,Deny,Female
93406,BLACK,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Young,Deny,Male
93408,BROWN BRINDLE,GREAT DANE,NORMAL,ALTERED,Two,Adult,Deny,Male
93412,BROWN BRINDLE,BOSTON TERRIER,NORMAL,FERTILE,Two,Baby,Deny,Female
93414,CHOCOLATE,LABRADOR RETRIEVER,NORMAL,FERTILE,Mix,Baby,Deny,Male
93416,TAN,SILKY TERRIER,AGGRESSIVE,FERTILE,Pure,Senior,Deny,Female
93419,TRICOLOR,BEAGLE,NORMAL,FERTILE,Two,Young,Deny,Male
93422,YELLOW,LABRADOR RETRIEVER,SICK,ALTERED,Pure,Senior,Deny,Male
93424,BLACK,CHIHUAHUA - SMOOTH COATED,OTHER,FERTILE,Pure,Senior,Deny,Male
93425,BLACK,PIT BULL TERRIER,OTHER,FERTILE,Mix,Adult,Deny,Male
93426,BLACK,AUSTRALIAN SHEPHERD,EMACIATED,ALTERED,Two,Adult,Deny,Male
93427,TAN,CHIHUAHUA - LONG HAIRED,INJURED,FERTILE,Pure,Baby,Deny,Female
93429,YELLOW,GOLDEN RETRIEVER,NORMAL,ALTERED,Two,Adult,Deny,Male
93432,WHITE,AMERICAN BULLDOG,NORMAL,ALTERED,Pure,Baby,Take,Female
93434,WHITE,CHIHUAHUA - SMOOTH COATED,NORMAL,ALTERED,Pure,Adult,Deny,Male
93435,BLACK,BORDER COLLIE,NORMAL,ALTERED,Mix,Senior,Deny,Female
93437,BLACK,ROTTWEILER,OTHER,ALTERED,Mix,Adult,Take,Female
93440,WHITE,BEAGLE,OTHER,FERTILE,Pure,Baby,Deny,Male
93444,BROWN,BOXER,NORMAL,FERTILE,Pure,Adult,Deny,Male
93447,BLACK,ROTTWEILER,INJURED,ALTERED,Two,Senior,Deny,Male
93451,BLUE,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Young,Deny,Male
93459,GRAY,CHIHUAHUA - SMOOTH COATED,INJURED,ALTERED,Pure,Senior,Take,Male
93460,BLACK,SHIH TZU,SICK,ALTERED,Pure,Senior,Deny,Male
93462,BROWN,WELSH CORGI - CARDIGAN,AGED,ALTERED,Mix,Senior,Deny,Male
93468,BLACK,BORDER COLLIE,NORMAL,ALTERED,Mix,Young,Deny,Male
93476,BROWN,PIT BULL TERRIER,SICK,FERTILE,Pure,Baby,Deny,Female
93479,WHITE,BORDER COLLIE,NORMAL,FERTILE,Two,Young,Deny,Male
93484,BROWN BRINDLE,LABRADOR RETRIEVER,NORMAL,FERTILE,Two,Young,Deny,Male
93487,BROWN,CHIHUAHUA - SMOOTH COATED,SICK,FERTILE,Pure,Senior,Deny,Female
93498,BLACK,GERMAN SHEPHERD DOG,NORMAL,ALTERED,Two,Young,Deny,Male
93511,BLACK,LABRADOR RETRIEVER,AGED,FERTILE,Two,Senior,Deny,Male
93515,TRICOLOR,AMERICAN STAFFORDSHIRE TERRIER,NORMAL,ALTERED,Pure,Adult,Deny,Male
93520,BLACK,CHOW CHOW,NURSING,UNKNOWN,Mix,,Deny,Male
93521,WHITE,GERMAN SHEPHERD DOG,AGED,FERTILE,Pure,Senior,Deny,Male
93523,BLACK,POODLE - TOY,NORMAL,FERTILE,Two,Baby,Deny,Female
93524,BLACK,COCKER SPANIEL,INJURED,FERTILE,Pure,Senior,Deny,Male
93526,BROWN,DOBERMAN PINSCHER,NORMAL,ALTERED,Mix,Young,Take,Male
93531,BROWN,LABRADOR RETRIEVER,NORMAL,FERTILE,Pure,Young,Deny,Male
93532,BLACK,CHIHUAHUA - SMOOTH COATED,AGED,ALTERED,Pure,Senior,Deny,Male
93534,BROWN,PIT BULL TERRIER,NURSING,FERTILE,Mix,,Deny,Male
93536,BROWN,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Young,Deny,Female
93540,BLACK,LABRADOR RETRIEVER,NORMAL,FERTILE,Two,Young,Deny,Female
93541,BROWN BRINDLE,DACHSHUND,NORMAL,FERTILE,Mix,Baby,Deny,Female
93544,WHITE,PIT BULL TERRIER,EMACIATED,ALTERED,Pure,Young,Take,Male
93550,BROWN,BEAGLE,NORMAL,ALTERED,Mix,Senior,Deny,Female
93552,BROWN,PIT BULL TERRIER,OTHER,ALTERED,Pure,Adult,Take,Male
93553,BROWN,WELSH CORGI - CARDIGAN,INJURED,ALTERED,Mix,Senior,Deny,Female
93555,WHITE,SALUKI,NORMAL,FERTILE,Mix,Young,Deny,Female
93556,TAN,DACHSHUND,NORMAL,ALTERED,Mix,Adult,Deny,Male
93559,BLACK,BOSTON TERRIER,AGED,ALTERED,Pure,Senior,Deny,Male
93562,WHITE,BEAGLE,NORMAL,ALTERED,Mix,Adult,Take,Female
93568,BROWN,PIT BULL TERRIER,PARVO,FERTILE,Pure,Baby,Deny,Female
93569,BROWN,LABRADOR RETRIEVER,SICK,FERTILE,Mix,,Deny,Male
93573,BLACK,DOBERMAN PINSCHER,AGED,FERTILE,Mix,Senior,Deny,Male
93580,WHITE,RAT TERRIER,OTHER,ALTERED,Mix,Senior,Take,Male
93586,BLACK,SHIH TZU,DEAD,ALTERED,Pure,Senior,Deny,Male
93600,WHITE,JACK RUSS TER,SICK,ALTERED,Pure,Senior,Deny,Female
93602,GRAY,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Adult,Deny,Female
93603,BLACK,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Adult,Deny,Female
93604,WHITE,BEAGLE,NORMAL,FERTILE,Mix,Adult,Deny,Female
93607,BROWN BRINDLE,PIT BULL TERRIER,NORMAL,FERTILE,Two,Young,Deny,Male
93608,WHITE,AMERICAN ESKIMO,NORMAL,ALTERED,Pure,Adult,Take,Male
93610,WHITE,PIT BULL TERRIER,INJURED,FERTILE,Pure,Baby,Deny,Male
93611,TRICOLOR,BORDER COLLIE,NORMAL,ALTERED,Mix,Adult,Deny,Male
93612,BROWN,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Young,Deny,Female
93619,WHITE,CHOW CHOW,AGED,ALTERED,Mix,Adult,Take,Female
93620,BLACK,ROTTWEILER,NORMAL,FERTILE,Pure,Adult,Deny,Male
