PrimaryColor,PrimaryBreed,IntakeInternalStatus,IntakeAsilomarStatus,ReproductiveStatusAtIntake,OutcomeType,AgeInMonths,DurationInShelter,BreedCategory,Pet_age_category,Binary_outcome,Sex,pet_id
BROWN,BEAGLE,NORMAL,HEALTHY,ALTERED,RELEASED,60.87,21.0,Mix,Adult,Deny,Male,12723
BLACK,LABRADOR RETRIEVER,INJURED,HEALTHY,ALTERED,ADOPTION,8.57,-145.0,Mix,Young,Take,Male,12724
BROWN,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,ALTERED,ADOPTION,-3.4,309.0,Two,,Take,Female,12725
BLACK,COLLIE - SMOOTH,NORMAL,HEALTHY,ALTERED,EUTH,55.9,29.0,Mix,Adult,Deny,Female,12726
BLACK,PIT BULL TERRIER,FEARFUL,HEALTHY,FERTILE,EUTH,12.17,0.0,Pure,Young,Deny,Female,12727
BLACK,SHIH TZU,SICK,HEALTHY,FERTILE,ADOPTION,8.17,2.0,Pure,Young,Take,Female,12728
BROWN,CHOW CHOW,NORMAL,HEALTHY,FERTILE,EUTH,1.97,1.0,Mix,Baby,Deny,Female,12729
BLACK,LABRADOR RETRIEVER,INJURED,HEALTHY,FERTILE,EUTH,12.2,-317.0,Pure,Young,Deny,Male,12730
BLACK,BORDER COLLIE,NORMAL,HEALTHY,ALTERED,ADOPTION,13.97,3.0,Mix,Young,Take,Female,12731
BLACK,BEAGLE,NORMAL,HEALTHY,ALTERED,ADOPTION,123.9,121.0,Mix,Senior,Take,Male,12732
BROWN,COCKER SPANIEL,OBESE,HEALTHY,ALTERED,TRANSFER,36.5,-217.0,Pure,Adult,Deny,Female,12733
BLACK,BEAGLE,NORMAL,HEALTHY,FERTILE,EUTH,47.0,30.0,Mix,Adult,Deny,Female,12734
BROWN,MINIATURE PINSCHER,NORMAL,HEALTHY,ALTERED,ADOPTION,18.37,-168.0,Mix,Young,Take,Female,12735
BLACK,BORDER COLLIE,NORMAL,HEALTHY,UNKNOWN,TRANSFER,0.07,0.0,Two,Baby,Deny,Male,12736
RED,AMERICAN PIT BULL TERRIER,NORMAL,HEALTHY,ALTERED,RELEASED,24.33,0.0,Pure,Adult,Deny,Female,12737
BLACK,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,FERTILE,EUTH,24.33,-20.0,Two,Adult,Deny,Male,12738
TAN,MASTIFF,AGGRESSIVE,UNHEALTHY/UNTREATABLE,FERTILE,EUTH,48.7,0.0,Pure,Adult,Deny,Male,12739
CREAM,CHIHUAHUA - SMOOTH COATED,NORMAL,HEALTHY,ALTERED,ADOPTION,50.83,32.0,Mix,Adult,Take,Male,12740
RED,LABRADOR RETRIEVER,INJURED,HEALTHY,FERTILE,TRANSFER,36.53,-282.0,Two,Adult,Deny,Male,12741
BLACK,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,FERTILE,TRANSFER,0.1,-108.0,Mix,Baby,Deny,Female,12742
BLACK,BORDER COLLIE,NORMAL,HEALTHY,FERTILE,TRANSFER,4.1,0.0,Mix,Baby,Deny,Male,12743
WHITE,GOLDEN RETRIEVER,NORMAL,HEALTHY,ALTERED,RELEASED,10.13,0.0,Mix,Young,Deny,Male,12744
BLACK,MINIATURE PINSCHER,NORMAL,HEALTHY,ALTERED,ADOPTION,24.13,118.0,Mix,Adult,Take,Female,12745
BLACK,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,EUTH,24.37,-23.0,Pure,Adult,Deny,Male,12746
BLACK,MINIATURE PINSCHER,NORMAL,HEALTHY,ALTERED,ADOPTION,6.1,159.0,Pure,Young,Take,Male,12747
GRAY,PIT BULL TERRIER,NORMAL,HEALTHY,ALTERED,EUTH,14.2,34.0,Pure,Young,Deny,Female,12748
RED,CHOW CHOW,PREGNANT,HEALTHY,FERTILE,EUTH,12.17,30.0,Pure,Young,Deny,Female,12749
WHITE,AUSTRALIAN CATTLE DOG,NORMAL,HEALTHY,FERTILE,EUTH,8.13,0.0,Two,Young,Deny,Female,12750
TAN,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,ADOPTION,-3.47,137.0,Mix,,Take,Female,12751
BLACK,LABRADOR RETRIEVER,NORMAL,HEALTHY,ALTERED,EUTH,60.87,0.0,Pure,Adult,Deny,Male,12752
BLACK,BORDER COLLIE,NORMAL,HEALTHY,FERTILE,EUTH,6.07,8.0,Mix,Young,Deny,Female,12753
BLACK,CHOW CHOW,NORMAL,HEALTHY,FERTILE,EUTH,13.27,-80.0,Two,Young,Deny,Male,12754
BLACK,BORDER COLLIE,NORMAL,HEALTHY,ALTERED,TRANSFER,73.07,274.0,Mix,Adult,Deny,Male,12755
BROWN,AMERICAN STAFFORDSHIRE TERRIER,AGED,UNHEALTHY/UNTREATABLE,FERTILE,EUTH,125.57,0.0,Pure,Senior,Deny,Male,12756
BROWN,CHIHUAHUA - SMOOTH COATED,PARVO,HEALTHY,FERTILE,EUTH,12.17,0.0,Mix,Young,Deny,Female,12757
BROWN BRINDLE,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,EUTH,0.07,-145.0,Two,Baby,Deny,Female,12758
BROWN BRINDLE,PIT BULL TERRIER,NORMAL,HEALTHY,ALTERED,EUTH,13.47,8.0,Pure,Young,Deny,Male,12759
BROWN,CHIHUAHUA - SMOOTH COATED,NORMAL,HEALTHY,ALTERED,TRANSFER,48.7,30.0,Pure,Adult,Deny,Male,12760
WHITE,MIX,AGED,UNHEALTHY/UNTREATABLE,FERTILE,EUTH,105.83,0.0,Pure,Senior,Deny,Female,12761
BLACK,TREEING WALKER COONHOUND,NORMAL,HEALTHY,FERTILE,EUTH,12.17,-201.0,Pure,Young,Deny,Male,12762
BROWN,PIT BULL TERRIER,AGGRESSIVE,UNHEALTHY/UNTREATABLE,FERTILE,EUTH,19.37,25.0,Mix,Young,Deny,Female,12763
TRICOLOR,BEAGLE,AGED,UNHEALTHY/UNTREATABLE,FERTILE,EUTH,182.63,0.0,Pure,Senior,Deny,Male,12764
TAN,PIT BULL TERRIER,DEAD,HEALTHY,FERTILE,DISPOSAL,0.07,0.0,Two,Baby,Deny,Female,12765
TRICOLOR,MIX,NORMAL,HEALTHY,FERTILE,EUTH,151.53,30.0,Pure,Senior,Deny,Male,12766
BLACK,FOX TERRIER - SMOOTH,NORMAL,HEALTHY,ALTERED,TRANSFER,12.1,123.0,Pure,Young,Deny,Female,12767
TRICOLOR,MIX,AGED,TREATABLE/MANAGEABLE,ALTERED,EUTH,138.5,0.0,Pure,Senior,Deny,Female,12768
BLACK,SIBERIAN HUSKY,FEARFUL,HEALTHY,FERTILE,EUTH,24.37,180.0,Two,Adult,Deny,Female,12769
FAWN,PUG,INJURED,HEALTHY,ALTERED,ADOPTION,8.93,9.0,Mix,Young,Take,Female,12770
BROWN,DOBERMAN PINSCHER,NORMAL,HEALTHY,FERTILE,EUTH,18.2,3.0,Mix,Young,Deny,Male,12771
BROWN,BOXER,NORMAL,HEALTHY,ALTERED,RELEASED,54.8,0.0,Two,Adult,Deny,Male,12772
BLACK,LABRADOR RETRIEVER,AGED,UNHEALTHY/UNTREATABLE,FERTILE,EUTH,194.8,0.0,Pure,Senior,Deny,Male,12773
TAN,BEAGLE,NORMAL,HEALTHY,FERTILE,EUTH,3.07,-132.0,Pure,Baby,Deny,Male,12774
BLACK,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,EUTH,60.9,9.0,Pure,Adult,Deny,Female,12775
WHITE,JACK RUSS TER,NORMAL,HEALTHY,FERTILE,EUTH,24.37,-200.0,Mix,Adult,Deny,Female,12776
BROWN BRINDLE,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,EUTH,0.2,0.0,Mix,Baby,Deny,Male,12777
BROWN,YORKSHIRE TERRIER,NORMAL,HEALTHY,ALTERED,ADOPTION,24.33,10.0,Pure,Adult,Take,Female,12778
WHITE,PIT BULL TERRIER,NORMAL,HEALTHY,ALTERED,EUTH,12.2,-174.0,Pure,Young,Deny,Male,12779
TRICOLOR,BEAGLE,NORMAL,HEALTHY,FERTILE,EUTH,60.9,-166.0,Pure,Adult,Deny,Female,12780
BROWN BRINDLE,PIT BULL TERRIER,INJURED,HEALTHY,FERTILE,EUTH,6.1,6.0,Pure,Young,Deny,Male,12781
WHITE,PARSON (JACK) RUSSELL TERRIER,NORMAL,HEALTHY,ALTERED,ADOPTION,1.1,143.0,Mix,Baby,Take,Female,12782
TAN,BOXER,SICK,HEALTHY,ALTERED,EUTH,48.7,0.0,Pure,Adult,Deny,Male,12783
BROWN,BOXER,NORMAL,HEALTHY,ALTERED,RELEASED,36.47,34.0,Pure,Adult,Deny,Female,12784
TRICOLOR,FOX TERRIER - WIREHAIRED,NORMAL,HEALTHY,ALTERED,TRANSFER,24.57,-117.0,Mix,Adult,Deny,Female,12785
BROWN,PIT BULL TERRIER,AGGRESSIVE,UNHEALTHY/UNTREATABLE,ALTERED,EUTH,85.2,0.0,Pure,Senior,Deny,Female,12786
TAN,SIBERIAN HUSKY,FEARFUL,HEALTHY,FERTILE,EUTH,12.17,187.0,Mix,Young,Deny,Female,12787
TRICOLOR,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,UNKNOWN,TRANSFER,30.47,3.0,Mix,Adult,Deny,Male,12788
TRICOLOR,MINIATURE PINSCHER,NORMAL,HEALTHY,FERTILE,EUTH,4.07,17.0,Two,Baby,Deny,Male,12789
BLACK,BORDER COLLIE,NORMAL,HEALTHY,FERTILE,EUTH,12.17,152.0,Two,Young,Deny,Female,12790
BLACK,ROTTWEILER,DEAD,HEALTHY,FERTILE,EUTH,72.67,0.0,Pure,Adult,Deny,Male,12791
BROWN,BEAGLE,NORMAL,HEALTHY,FERTILE,RELEASED,18.3,0.0,Two,Young,Deny,Female,12792
BROWN BRINDLE,GERMAN SHEPHERD DOG,SICK,HEALTHY,FERTILE,EUTH,4.07,0.0,Mix,Baby,Deny,Female,12793
BLACK,ROTTWEILER,AGGRESSIVE,UNHEALTHY/UNTREATABLE,FERTILE,EUTH,12.2,0.0,Pure,Young,Deny,Male,12794
TAN,CHINESE SHARPEI,NORMAL,HEALTHY,ALTERED,EUTH,48.7,2.0,Mix,Adult,Deny,Male,12795
BROWN,BLACK AND TAN COONOUND,NORMAL,HEALTHY,FERTILE,EUTH,4.53,5.0,Pure,Baby,Deny,Female,12796
BROWN,BELGIAN MALINOIS,NORMAL,HEALTHY,ALTERED,EUTH,10.23,1.0,Pure,Young,Deny,Male,12797
TAN,AKITA,NORMAL,HEALTHY,ALTERED,TRANSFER,26.5,3.0,Pure,Adult,Deny,Female,12798
TRICOLOR,BASSET HOUND,NORMAL,HEALTHY,ALTERED,EUTH,2.5,-61.0,Mix,Baby,Deny,Female,12799
TRICOLOR,BEAGLE,FEARFUL,HEALTHY,FERTILE,EUTH,12.2,28.0,Mix,Young,Deny,Female,12800
WHITE,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,ALTERED,TRANSFER,25.4,-301.0,Mix,Adult,Deny,Male,12801
BLUE,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,EUTH,12.17,-70.0,Pure,Young,Deny,Female,12802
GRAY,ALASKAN MALAMUTE,AGED,TREATABLE/MANAGEABLE,FERTILE,EUTH,194.8,0.0,Mix,Senior,Deny,Male,12803
BROWN,DACHSHUND,SICK,UNHEALTHY/UNTREATABLE,FERTILE,EUTH,36.53,0.0,Pure,Adult,Deny,Male,12804
BLACK,LABRADOR RETRIEVER,NORMAL,HEALTHY,ALTERED,EUTH,41.57,-73.0,Mix,Adult,Deny,Female,12805
BROWN,SIBERIAN HUSKY,NORMAL,HEALTHY,FERTILE,EUTH,52.9,23.0,Mix,Adult,Deny,Male,12806
BLACK,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,EUTH,12.2,-98.0,Pure,Young,Deny,Female,12807
BROWN BRINDLE,MASTIFF,NORMAL,HEALTHY,FERTILE,TRANSFER,2.07,1.0,Pure,Baby,Deny,Female,12808
BROWN,GERMAN SHEPHERD DOG,SICK,HEALTHY,FERTILE,TRANSFER,8.07,0.0,Pure,Young,Deny,Male,12809
BROWN,AUSTRALIAN SHEPHERD,AGED,UNHEALTHY/UNTREATABLE,FERTILE,EUTH,146.1,0.0,Mix,Senior,Deny,Female,12810
WHITE,PIT BULL TERRIER,SICK,HEALTHY,ALTERED,ADOPTION,36.53,62.0,Mix,Adult,Take,Female,12811
BLACK,CHOW CHOW,AGED,UNHEALTHY/UNTREATABLE,ALTERED,EUTH,158.3,0.0,Two,Senior,Deny,Male,12812
TAN,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,EUTH,12.17,11.0,Pure,Young,Deny,Female,12813
BROWN,COCKER SPANIEL,AGGRESSIVE,UNHEALTHY/UNTREATABLE,FERTILE,EUTH,73.03,0.0,Pure,Adult,Deny,Male,12814
FAWN,CHIHUAHUA - SMOOTH COATED,NORMAL,HEALTHY,FERTILE,EUTH,85.23,-81.0,Pure,Senior,Deny,Female,12815
WHITE,PARSON (JACK) RUSSELL TERRIER,NORMAL,HEALTHY,ALTERED,EUTH,36.53,-54.0,Pure,Adult,Deny,Male,12816
TRICOLOR,BEAGLE,FEARFUL,HEALTHY,ALTERED,ADOPTION,24.37,-84.0,Mix,Adult,Take,Male,12817
WHITE,BASSET HOUND,NORMAL,HEALTHY,ALTERED,TRANSFER,48.7,130.0,Pure,Adult,Deny,Male,12818
BROWN,COLLIE - SMOOTH,NORMAL,HEALTHY,FERTILE,TRANSPORT,48.7,7.0,Mix,Adult,Deny,Female,12819
BLACK,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,EUTH,85.2,0.0,Pure,Senior,Deny,Male,12820
BROWN BRINDLE,PIT BULL TERRIER,NORMAL,HEALTHY,ALTERED,EUTH,19.7,153.0,Mix,Young,Deny,Female,12821
TAN,CHIHUAHUA - SMOOTH COATED,NORMAL,HEALTHY,ALTERED,ADOPTION,59.83,381.0,Pure,Adult,Take,Female,12822
TAN,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,FERTILE,TRANSFER,3.43,122.0,Mix,Baby,Deny,Female,12823
BLACK,FLAT-COATED RETRIEVER,NORMAL,HEALTHY,ALTERED,ADOPTION,21.37,129.0,Two,Young,Take,Female,12824
TAN,JACK RUSS TER,NORMAL,HEALTHY,ALTERED,TRANSFER,24.33,213.0,Two,Adult,Deny,Male,12825
GRAY,WEIMARANER,SICK,UNHEALTHY/UNTREATABLE,FERTILE,EUTH,12.2,0.0,Pure,Young,Deny,Male,12826
TAN,CAIRN TERRIER,NORMAL,HEALTHY,ALTERED,ADOPTION,24.57,-24.0,Mix,Adult,Take,Female,12827
BROWN BRINDLE,BOXER,NORMAL,HEALTHY,FERTILE,EUTH,24.37,-260.0,Pure,Adult,Deny,Female,12828
FAWN,BOXER,NORMAL,HEALTHY,FERTILE,EUTH,46.73,85.0,Pure,Adult,Deny,Male,12829
BLACK,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,TRANSFER,11.87,92.0,Pure,Young,Deny,Male,12830
BLACK,CHOW CHOW,AGED,TREATABLE/MANAGEABLE,ALTERED,EUTH,180.5,0.0,Pure,Senior,Deny,Female,12831
BROWN BRINDLE,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,EUTH,4.1,21.0,Pure,Baby,Deny,Female,12832
BROWN,CHINESE SHARPEI,NORMAL,HEALTHY,ALTERED,TRANSFER,85.23,0.0,Pure,Senior,Deny,Female,12833
BROWN BRINDLE,PIT BULL TERRIER,NORMAL,HEALTHY,ALTERED,RELEASED,24.33,0.0,Mix,Adult,Deny,Female,12834
BROWN,STAFFORDSHIRE BULL TERRIER,INJURED,HEALTHY,ALTERED,EUTH,17.83,6.0,Mix,Young,Deny,Male,12835
TAN,GERMAN SHEPHERD DOG,FEARFUL,UNHEALTHY/UNTREATABLE,FERTILE,EUTH,12.17,-1.0,Two,Young,Deny,Female,12836
WHITE,PIT BULL TERRIER,INJURED,HEALTHY,FERTILE,EUTH,24.37,0.0,Pure,Adult,Deny,Male,12837
WHITE,CHIHUAHUA - SMOOTH COATED,NORMAL,HEALTHY,ALTERED,RELEASED,11.97,0.0,Pure,Young,Deny,Female,12838
WHITE,PARSON (JACK) RUSSELL TERRIER,NORMAL,HEALTHY,ALTERED,RELEASED,3.07,0.0,Mix,Baby,Deny,Female,12839
BLACK,LABRADOR RETRIEVER,NORMAL,HEALTHY,ALTERED,RELEASED,9.13,0.0,Two,Young,Deny,Female,12840
TAN,SIBERIAN HUSKY,NORMAL,HEALTHY,ALTERED,EUTH,97.4,31.0,Pure,Senior,Deny,Male,12841
BROWN,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,ALTERED,EUTH,12.17,91.0,Mix,Young,Deny,Female,12842
WHITE,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,ALTERED,ADOPTION,24.33,5.0,Mix,Adult,Take,Female,12843
TRICOLOR,BEAGLE,AGED,TREATABLE/MANAGEABLE,ALTERED,EUTH,158.27,0.0,Two,Senior,Deny,Female,12844
RED,AMERICAN PIT BULL TERRIER,DEAD,HEALTHY,FERTILE,DISPOSAL,35.6,5.0,Pure,Adult,Deny,Male,12845
BLACK,ROTTWEILER,INJURED,HEALTHY,FERTILE,TRANSFER,0.1,182.0,Pure,Baby,Deny,Female,12846
WHITE,DALMATIAN,AGED,UNHEALTHY/UNTREATABLE,FERTILE,EUTH,158.27,0.0,Pure,Senior,Deny,Male,12847
BLACK,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,ALTERED,EUTH,125.77,3.0,Mix,Senior,Deny,Male,12848
BLACK,YORKSHIRE TERRIER,AGED,TREATABLE/MANAGEABLE,ALTERED,TRANSFER,182.63,5.0,Pure,Senior,Deny,Male,12849
BROWN,CHOW CHOW,SICK,UNHEALTHY/UNTREATABLE,FERTILE,EUTH,206.97,0.0,Mix,Senior,Deny,Male,12850
BLACK,GERMAN SHEPHERD DOG,FEARFUL,HEALTHY,FERTILE,EUTH,109.57,0.0,Mix,Senior,Deny,Male,12851
FAWN,BOXER,NORMAL,HEALTHY,ALTERED,ADOPTION,2.07,17.0,Two,Baby,Take,Female,12852
BLACK,LABRADOR RETRIEVER,NORMAL,HEALTHY,ALTERED,TRANSFER,12.2,88.0,Pure,Young,Deny,Female,12853
BLACK,CHIHUAHUA - SMOOTH COATED,NORMAL,HEALTHY,FERTILE,EUTH,18.33,7.0,Two,Young,Deny,Male,12854
BLUE,AMERICAN PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,EUTH,50.0,-292.0,Pure,Adult,Deny,Female,12855
BROWN,BEAGLE,AGED,TREATABLE/MANAGEABLE,ALTERED,EUTH,121.73,0.0,Two,Senior,Deny,Male,12856
BLACK,PIT BULL TERRIER,SICK,HEALTHY,FERTILE,EUTH,60.9,-171.0,Pure,Adult,Deny,Male,12857
BLACK,LABRADOR RETRIEVER,NORMAL,HEALTHY,ALTERED,ADOPTION,137.53,158.0,Mix,Senior,Take,Male,12858
BLACK,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,ADOPTION,3.03,-78.0,Mix,Baby,Take,Male,12859
TRICOLOR,ENGLISH BULLDOG,NORMAL,HEALTHY,ALTERED,ADOPTION,47.77,186.0,Pure,Adult,Take,Female,12860
BLACK,YORKSHIRE TERRIER,NORMAL,HEALTHY,ALTERED,ADOPTION,85.0,13.0,Pure,Senior,Take,Male,12861
BLACK,ROTTWEILER,NORMAL,HEALTHY,FERTILE,EUTH,36.53,6.0,Pure,Adult,Deny,Male,12862
BROWN,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,EUTH,2.0,156.0,Mix,Baby,Deny,Female,12863
BROWN,PIT BULL TERRIER,NORMAL,HEALTHY,UNKNOWN,TRANSFER,121.77,122.0,Mix,Senior,Deny,Male,12864
WHITE,DOBERMAN PINSCHER,NORMAL,HEALTHY,FERTILE,TRANSFER,40.53,214.0,Pure,Adult,Deny,Male,12865
GRAY,BEAGLE,NORMAL,HEALTHY,ALTERED,EUTH,48.7,0.0,Mix,Adult,Deny,Female,12866
WHITE,JACK RUSS TER,NORMAL,HEALTHY,ALTERED,ADOPTION,24.37,28.0,Two,Adult,Take,Female,12867
BLACK,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,ALTERED,ADOPTION,31.93,93.0,Pure,Adult,Take,Female,12868
WHITE,RAT TERRIER,NORMAL,HEALTHY,ALTERED,TRANSFER,59.9,-50.0,Mix,Adult,Deny,Female,12869
BLACK,MIX,NORMAL,HEALTHY,FERTILE,EUTH,153.07,0.0,Pure,Senior,Deny,Female,12870
WHITE,GOLDEN RETRIEVER,NURSING,HEALTHY,UNKNOWN,DIED,3.5,-120.0,Mix,Baby,Deny,Male,12871
WHITE,AMERICAN ESKIMO,NORMAL,HEALTHY,ALTERED,ADOPTION,109.6,8.0,Pure,Senior,Take,Male,12872
TAN,CHOW CHOW,NORMAL,HEALTHY,ALTERED,RELEASED,36.5,0.0,Mix,Adult,Deny,Male,12873
CHOCOLATE,LABRADOR RETRIEVER,FEARFUL,HEALTHY,ALTERED,TRANSFER,4.67,96.0,Mix,Baby,Deny,Female,12874
BLACK,LABRADOR RETRIEVER,SICK,HEALTHY,FERTILE,EUTH,0.07,0.0,Mix,Baby,Deny,Female,12875
WHITE,GERMAN SHEPHERD DOG,INJURED,HEALTHY,FERTILE,EUTH,0.07,0.0,Pure,Baby,Deny,Female,12876
TAN,BEAGLE,NORMAL,HEALTHY,ALTERED,EUTH,0.23,-109.0,Mix,Baby,Deny,Male,12877
BLACK,DACHSHUND,NORMAL,HEALTHY,ALTERED,ADOPTION,11.67,29.0,Mix,Young,Take,Female,12878
BLACK,AUSTRALIAN SHEPHERD,NORMAL,HEALTHY,FERTILE,EUTH,4.03,130.0,Two,Baby,Deny,Female,12879
CREAM,LABRADOR RETRIEVER,AGED,UNHEALTHY/UNTREATABLE,ALTERED,EUTH,150.37,0.0,Two,Senior,Deny,Female,12880
BLACK SMOKE,PIT BULL TERRIER,NORMAL,HEALTHY,ALTERED,EUTH,28.47,-8.0,Pure,Adult,Deny,Female,12881
WHITE,LABRADOR RETRIEVER,NORMAL,HEALTHY,ALTERED,EUTH,133.9,12.0,Mix,Senior,Deny,Female,12882
WHITE,PIT BULL TERRIER,OTHER,HEALTHY,FERTILE,EUTH,12.2,0.0,Two,Young,Deny,Male,12883
BLACK,MINIATURE PINSCHER,AGED,TREATABLE/MANAGEABLE,ALTERED,EUTH,206.97,0.0,Pure,Senior,Deny,Female,12884
BLACK,LABRADOR RETRIEVER,SICK,UNHEALTHY/UNTREATABLE,FERTILE,EUTH,11.93,0.0,Pure,Young,Deny,Male,12885
BLACK,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,EUTH,31.17,-197.0,Mix,Adult,Deny,Male,12886
BLACK,BOSTON TERRIER,SICK,UNHEALTHY/UNTREATABLE,FERTILE,EUTH,182.63,0.0,Pure,Senior,Deny,Male,12887
BROWN,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,FERTILE,TRANSFER,0.1,-108.0,Mix,Baby,Deny,Female,12888
TAN,CHOW CHOW,NORMAL,HEALTHY,ALTERED,TRANSFER,84.03,-225.0,Pure,Senior,Deny,Female,12889
WHITE,LABRADOR RETRIEVER,NORMAL,HEALTHY,ALTERED,RELEASED,62.67,-54.0,Pure,Adult,Deny,Male,12890
BROWN,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,EUTH,8.13,3.0,Mix,Young,Deny,Female,12891
RED,BOXER,AGED,UNHEALTHY/UNTREATABLE,ALTERED,EUTH,154.83,0.0,Pure,Senior,Deny,Female,12892
BROWN BRINDLE,BOXER,AGGRESSIVE,UNHEALTHY/UNTREATABLE,ALTERED,EUTH,36.53,0.0,Mix,Adult,Deny,Female,12893
BLACK,LABRADOR RETRIEVER,SICK,HEALTHY,ALTERED,EUTH,2.27,7.0,Mix,Baby,Deny,Male,12894
BLUE MERLE,CATAHOULA LEOPARD HOUND,NORMAL,HEALTHY,ALTERED,ADOPTION,11.9,-264.0,Two,Young,Take,Male,12895
GRAY,ALASKAN HUSKY,SICK,UNHEALTHY/UNTREATABLE,ALTERED,EUTH,133.93,0.0,Pure,Senior,Deny,Male,12896
BROWN,PIT BULL TERRIER,NORMAL,HEALTHY,ALTERED,EUTH,54.83,339.0,Pure,Adult,Deny,Female,12897
BLACK,BORDER COLLIE,NORMAL,HEALTHY,FERTILE,EUTH,12.07,0.0,Pure,Young,Deny,Female,12898
BLACK,MIX,SICK,UNHEALTHY/UNTREATABLE,ALTERED,EUTH,190.7,0.0,Pure,Senior,Deny,Male,12899
BROWN,AMERICAN PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,EUTH,12.17,-22.0,Mix,Young,Deny,Female,12900
WHITE,PIT BULL TERRIER,SICK,HEALTHY,FERTILE,EUTH,133.93,0.0,Pure,Senior,Deny,Female,12901
BLACK,AMERICAN PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,EUTH,3.07,5.0,Mix,Baby,Deny,Male,12902
BLACK,CHIHUAHUA - SMOOTH COATED,NORMAL,HEALTHY,ALTERED,ADOPTION,29.83,-61.0,Two,Adult,Take,Male,12903
RED,ST BERNARD - ROUGH COATED,NORMAL,HEALTHY,ALTERED,RELEASED,36.53,0.0,Mix,Adult,Deny,Male,12904
BLACK,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,EUTH,11.87,46.0,Mix,Young,Deny,Male,12905
WHITE,JACK RUSS TER,NORMAL,HEALTHY,FERTILE,DIED,11.87,-72.0,Two,Young,Deny,Female,12906
WHITE,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,EUTH,12.13,183.0,Pure,Young,Deny,Female,12907
BLACK,BORDER COLLIE,NORMAL,HEALTHY,FERTILE,EUTH,12.2,-100.0,Mix,Young,Deny,Female,12908
BLACK,GERMAN SHEPHERD DOG,AGED,UNHEALTHY/UNTREATABLE,FERTILE,EUTH,158.3,0.0,Pure,Senior,Deny,Male,12909
BROWN,BEAGLE,NORMAL,HEALTHY,FERTILE,DIED,3.07,14.0,Mix,Baby,Deny,Female,12910
TAN,HARRIER,FEARFUL,HEALTHY,ALTERED,EUTH,43.2,31.0,Mix,Adult,Deny,Male,12911
BLACK,ROTTWEILER,NURSING,HEALTHY,FERTILE,TRANSFER,0.03,61.0,Mix,Baby,Deny,Male,12912
BROWN,SHIH TZU,NORMAL,HEALTHY,FERTILE,TRANSFER,170.43,-160.0,Pure,Senior,Deny,Male,12913
GRAY,SILKY TERRIER,AGED,UNHEALTHY/UNTREATABLE,ALTERED,EUTH,146.1,-1.0,Mix,Senior,Deny,Female,12914
BLACK BRINDLE,PIT BULL TERRIER,EMACIATED,HEALTHY,FERTILE,EUTH,36.5,1.0,Pure,Adult,Deny,Male,12915
WHITE,POODLE - MINIATURE,OTHER,HEALTHY,ALTERED,EUTH,132.4,0.0,Pure,Senior,Deny,Male,12916
BLACK,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,EUTH,5.1,3.0,Mix,Baby,Deny,Female,12917
BLACK,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,FERTILE,EUTH,7.13,5.0,Mix,Young,Deny,Female,12918
WHITE,SIBERIAN HUSKY,NORMAL,HEALTHY,ALTERED,ADOPTION,9.13,17.0,Pure,Young,Take,Male,12919
BLACK,CHIHUAHUA - SMOOTH COATED,DEAD,HEALTHY,FERTILE,DISPOSAL,74.87,0.0,Pure,Adult,Deny,Male,12920
WHITE,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,EUTH,12.17,91.0,Mix,Young,Deny,Female,12921
